evian	2.480
evict	2.970
evicted	3.350
evicting	2.420
eviction	3.410
evictions	2.700
evidence	5.140
evidenced	3.450
evidences	2.940
evident	3.990
evidentiary	2.600
evidently	3.600
evie	2.910
evil	4.740
evils	3.350
evita	2.440
evo	3.190
evocation	2.590
evocative	3.030
evoke	3.270
evoked	3.120
evokes	3.080
evoking	2.850
evokingly	0.000
evolution	4.410
evolutionary	3.820
evolutions	2.670
evolve	3.800
evolved	4.090
evolves	3.160
evolving	3.770
evp	2.430
evra	2.400
evs	2.710
ew	3.580
ewa	2.540
ewald	2.420
ewan	3.000
ewart	2.470
ewe	2.790
ewell	2.480
ewen	2.600
ewes	2.500
ewing	3.260
eww	2.870
ex	4.810
ex's	2.880
exacerbate	2.920
exacerbated	3.220
exacerbates	2.500
exacerbating	2.550
exact	4.510
exacted	2.450
exacting	2.950
exactly	5.150
exactness	1.990
exaggerate	3.190
exaggerated	3.680
exaggerates	2.550
exaggerating	3.190
exaggeration	3.300
exaggerations	2.420
exalt	2.600
exaltation	2.470
exalted	3.150
exaltedly	0.000
exam	4.260
examination	4.260
examinations	3.610
examine	4.180
examined	4.100
examinee	1.740
examiner	3.520
examiners	2.990
examines	3.590
examining	3.870
example	5.270
examples	4.630
exams	4.000
exasperated	2.940
exasperating	2.400
exasperation	2.640
exc	2.540
excalibur	2.940
excavate	2.660
excavated	3.250
excavating	2.780
excavation	3.460
excavations	3.250
excavator	2.700
excavators	2.630
exceed	3.920
exceeded	3.760
exceeding	3.610
exceedingly	3.350
exceeds	3.590
excel	3.730
excelled	3.190
excellence	4.070
excellency	3.440
excellent	4.730
excellently	2.760
excelling	2.640
excels	2.930
excelsior	2.850
except	5.020
excepted	2.590
excepting	2.810
exception	4.350
exceptional	4.050
exceptionalism	2.660
exceptionally	3.740
exceptions	3.970
excerpt	3.510
excerpted	2.510
excerpts	3.410
excess	4.210
excesses	3.120
excessive	4.120
excessively	3.350
exchange	4.850
exchange rate	4.670
exchanged	3.740
exchanger	2.840
exchangers	2.660
exchanges	3.950
exchanging	3.370
exchequer	3.150
excise	3.260
excised	2.580
excision	2.720
excitable	2.740
excitation	3.020
excitatory	2.440
excite	3.290
excited	4.740
excitedly	3.060
excitement	4.190
excites	3.050
exciting	4.540
excl	2.410
exclaim	2.820
exclaimed	3.050
exclaiming	2.690
exclaims	2.810
exclamation	3.090
exclamation mark	3.090
exclude	3.780
excluded	3.890
excludes	3.380
excluding	3.920
exclusion	3.680
exclusionary	2.700
exclusions	2.830
exclusive	4.560
exclusively	4.240
exclusives	2.810
exclusivity	3.070
excommunicated	2.810
excommunication	2.700
excrement	2.830
excreted	2.660
excretion	2.670
excruciating	3.060
excruciatingly	2.460
excursion	3.330
excursions	3.250
excusable	2.450
excuse	4.560
excused	3.280
excuses	3.950
excusing	2.650
exe	2.860
exec	3.320
execs	3.010
executable	2.800
execute	3.950
executed	4.270
executes	3.060
executing	3.540
execution	4.290
executioner	3.090
executioners	2.580
executions	3.440
executive	4.870
executives	4.030
executor	2.970
executors	2.600
exegesis	2.670
exemplar	2.680
exemplary	3.380
exemplified	3.130
exemplifies	2.920
exemplify	2.730
exempt	3.780
exempted	3.090
exempting	2.470
exemption	3.650
exemptions	3.330
exempts	2.490
exercise	4.680
exercised	3.520
exercises	4.120
exercising	3.730
exert	3.360
exerted	3.090
exerting	2.840
exertion	2.900
exertions	2.420
exerts	2.760
exes	3.070
exeter	3.520
exfoliating	2.460
exhale	3.110
exhaled	2.570
exhaling	2.470
exhaust	3.810
exhausted	4.080
exhausting	3.600
exhaustion	3.490
exhaustive	3.300
exhaustively	2.420
exhausts	2.630
exhibit	4.160
exhibited	3.860
exhibiting	3.400
exhibition	4.370
exhibitionist	2.420
exhibitions	3.680
exhibitor	2.670
exhibitors	3.010
exhibits	3.820
exhilarate	1.360
exhilarating	3.120
exhilaration	2.550
exhortation	2.580
exhorted	2.420
exhumed	2.670
exile	3.840
exiled	3.370
exiles	3.090
exist	4.730
existed	4.290
existence	4.550
existent	3.510
existential	3.470
existentialism	2.590
existing	4.750
exists	4.480
exit	4.350
exited	3.380
exiting	3.340
exits	3.530
exo	3.010
exodus	3.690
exogenous	2.720
exon	2.550
exonerate	2.610
exonerated	2.920
exoplanet	2.580
exoplanets	2.600
exorbitant	3.010
exorcise	2.410
exorcism	2.890
exorcist	2.940
exoskeleton	2.640
exotic	3.910
exotically	1.710
exotics	2.550
exp	3.660
expand	4.350
expandable	2.720
expanded	4.280
expanding	4.170
expands	3.580
expanse	3.200
expanses	2.570
expansion	4.540
expansionist	2.570
expansions	3.270
expansive	3.380
expat	3.010
expatriate	2.930
expatriates	2.840
expats	2.930
expect	5.010
expectancy	3.490
expectant	2.950
expectation	3.990
expectations	4.440
expected	4.960
expecting	4.420
expects	3.890
expedia	2.620
expediency	2.610
expedient	2.830
expedite	3.050
expedited	2.980
expedition	3.990
expeditionary	2.880
expeditions	3.360
expeditiously	2.490
expel	3.260
expelled	3.700
expelling	2.780
expend	2.900
expendable	2.960
expendables	2.450
expended	2.970
expending	2.520
expenditure	3.740
expenditures	3.520
expense	4.230
expenses	4.330
expensive	4.690
experian	2.410
experience	5.270
experienced	4.630
experiences	4.550
experiencing	4.040
experiential	2.980
experiment	4.380
experimental	4.280
experimentally	3.010
experimentation	3.470
experimented	3.270
experimenter	2.480
experimenting	3.530
experiments	4.200
expert	4.560
expertise	4.060
expertly	2.930
experts	4.520
expiration	3.480
expire	3.540
expired	3.810
expires	3.520
expiring	3.010
expiry	3.000
explain	4.890
explained	4.590
explainer	2.530
explaining	4.230
explains	4.420
explanation	4.440
explanations	3.760
explanatory	3.310
expletive	2.540
explicit	3.960
explicitly	3.960
explode	3.800
exploded	3.770
explodes	3.410
exploding	3.530
exploit	3.830
exploitation	3.840
exploitative	2.850
exploited	3.680
exploiting	3.480
exploits	3.530
exploration	4.190
explorations	3.100
exploratory	3.180
explore	4.310
explored	3.900
explorer	3.850
explorers	3.410
explores	3.640
exploring	4.060
explosion	4.220
explosions	3.690
explosive	3.970
explosively	2.470
explosives	3.790
expo	3.640
exponent	2.950
exponential	3.330
exponentially	3.300
exponents	2.790
export	4.240
exportation	2.400
exported	3.560
exporter	3.290
exporters	3.300
exporting	3.430
exports	4.090
expos	2.620
expose	3.980
exposed	4.510
exposes	3.420
exposing	3.780
exposition	3.590
expositions	2.490
expository	2.500
exposure	4.440
exposures	3.260
exposé	2.690
expound	2.490
expounded	2.520
express	4.680
expressed	4.520
expresses	3.610
expressing	3.990
expression	4.550
expressionism	2.570
expressionist	2.530
expressions	3.920
expressive	3.430
expressly	3.480
expressway	3.090
expropriated	2.410
expropriation	2.640
expulsion	3.410
expulsions	2.400
expunged	2.670
exquisite	3.610
exquisitely	2.920
ext	3.130
extant	3.250
extend	4.340
extendable	2.410
extended	4.640
extender	2.680
extending	4.040
extends	3.990
extensible	2.550
extension	4.460
extensions	3.820
extensive	4.490
extensively	3.870
extent	4.470
extents	2.400
extenuating	2.560
exterior	3.910
exteriors	2.580
exterminate	2.910
exterminated	2.810
exterminating	2.460
extermination	3.130
exterminator	2.590
external	4.520
externalities	2.570
externally	3.300
extinct	3.660
extinction	3.760
extinctions	2.520
extinguish	3.040
extinguished	3.190
extinguisher	2.920
extinguishers	2.640
extinguishing	2.590
extolled	2.400
extolling	2.450
extort	2.820
extorted	2.470
extorting	2.430
extortion	3.290
extra	4.980
extracellular	3.050
extract	4.020
extracted	3.680
extracting	3.290
extraction	3.800
extractions	2.530
extractive	2.570
extractor	2.720
extracts	3.450
extracurricular	2.990
extradite	2.590
extradited	2.800
extradition	3.280
extrajudicial	2.670
extramarital	2.680
extraneous	2.790
extraordinaire	2.650
extraordinarily	3.420
extraordinary	4.360
extrapolate	2.670
extrapolated	2.590
extrapolating	2.480
extrapolation	2.550
extras	3.600
extraterrestrial	3.100
extraterrestrials	2.400
extravagance	2.810
extravagant	3.400
extravagantly	2.460
extravaganza	2.950
extreme	4.600
extreme sports	4.440
extremely	4.790
extremes	3.470
extremism	3.310
extremist	3.460
extremists	3.470
extremities	2.970
extremity	3.000
extricate	2.590
extrinsic	2.620
extrovert	2.570
extroverted	2.450
extruded	2.640
extrusion	2.760
exuberance	2.790
exuberant	2.970
exuberantly	2.010
exude	2.520
exudes	2.610
exultant	2.160
exxon	3.100
exxonmobil	2.630
ey	3.290
eye	5.020
eye's	2.540
eyeball	3.100
eyeballs	3.210
eyebrow	3.370
eyebrows	3.750
eyed	3.960
eyeglasses	2.790
eyeing	3.160
eyelash	2.840
eyelashes	3.120
eyelid	3.010
eyelids	3.160
eyeliner	3.160
eyepiece	2.440
eyes	5.210
eyeshadow	3.140
eyesight	3.280
eyesore	2.610
eyewear	2.780
eyewitness	3.320
eyewitnesses	2.910
eyre	3.130
ez	3.240
eze	2.480
ezekiel	3.250
ezequiel	2.460
ezra	3.510
f	5.080
f's	2.430
f.a	2.430
f.b.i	2.770
f.c	2.540
f0.0	2.670
f00	3.440
f000	3.200
f0000	2.470
f1	3.890
f2	3.130
f3	2.970
f4	3.020
f5	2.870
f6	2.420
f8	2.580
fa	4.200
faa	3.500
fab	3.390
faber	3.190
fabian	3.170
fabio	3.200
fabius	2.570
fable	3.160
fabled	2.890
fables	2.970
fabregas	3.000
fabric	4.080
fabricate	2.890
fabricated	3.510
fabricating	2.850
fabrication	3.480
fabrications	2.530
fabrice	2.510
fabrics	3.580
fabrizio	2.620
fabulate	0.000
fabulation	0.000
fabulous	4.080
fabulously	2.690
fac	2.830
facade	3.420
facades	2.760
face	5.450
face to face	5.150
face-to-face	5.150
facebook	4.900
facebook's	3.150
facebook.com	2.520
faced	4.490
faceless	2.980
facelift	2.930
faceoff	2.610
facepalm	2.520
faces	4.590
facet	3.180
faceted	2.940
facetime	2.810
facetious	2.510
facets	3.260
facial	4.100
facials	2.650
facie	2.620
facies	2.440
facile	2.610
facilitate	3.990
facilitated	3.480
facilitates	3.270
facilitating	3.430
facilitation	2.920
facilitator	2.900
facilitators	2.610
facilities	4.660
facility	4.600
facility's	2.560
facing	4.500
facsimile	2.970
fact	5.410
faction	3.790
factional	2.630
factions	3.760
facto	3.580
factor	4.670
factored	2.980
factorial	2.520
factories	3.950
factoring	2.960
factorization	2.410
factors	4.640
factory	4.550
factory's	2.410
facts	4.720
factual	3.610
factually	2.810
faculties	3.360
faculty	4.320
fad	3.260
fade	3.860
faded	3.730
fader	2.580
fades	3.410
fading	3.610
fads	2.700
fae	2.850
faeces	2.710
faerie	2.720
fafsa	2.700
fag	3.320
fagan	2.760
faggot	3.480
faggots	2.940
fags	2.940
fahey	2.630
fahrenheit	3.240
fai	2.910
fail	4.610
failed	4.820
failing	4.300
failings	3.070
fails	4.260
failure	4.720
failures	3.990
fain	2.540
faint	3.780
fainted	3.120
fainter	2.400
faintest	2.750
fainting	3.010
faintly	3.030
faints	2.570
fair	4.990
fair's	2.480
fairbairn	2.410
fairbanks	3.080
fairchild	2.910
faire	3.140
fairer	3.090
fairest	3.090
fairfax	3.520
fairfield	3.310
fairground	2.600
fairgrounds	2.780
fairies	3.310
fairing	2.700
fairly	4.500
fairmont	2.870
fairness	3.770
fairs	3.390
fairtrade	2.540
fairview	2.870
fairway	2.930
fairways	2.530
fairweather	2.400
fairy	4.080
fairytale	3.210
fairytales	2.600
faisal	2.950
fait	2.800
faith	4.820
faithful	4.100
faithfully	3.270
faithfulness	3.000
faithless	2.690
faiths	3.200
fajr	2.410
fake	4.650
faked	3.350
faker	2.810
fakes	3.230
faking	3.440
fal	2.670
falafel	2.640
falcao	2.950
falco	2.950
falcon	3.740
falcone	2.620
falconer	2.810
falcons	3.580
falk	2.880
falkirk	2.960
falkland	2.850
falklands	2.960
fall	5.130
fallacies	2.780
fallacious	2.640
fallacy	3.210
fallback	2.660
fallen	4.390
fallible	2.560
fallin	2.800
falling	4.660
fallon	3.450
fallopian	2.580
fallout	3.690
fallow	2.830
falls	4.630
fallujah	2.650
falmouth	2.910
false	4.630
falsehood	2.920
falsehoods	2.790
falsely	3.610
falsetto	2.690
falsification	2.510
falsified	2.920
falsify	2.550
falsifying	2.590
falstaff	2.640
falter	2.820
faltered	2.800
faltering	2.710
falters	2.410
falun	2.430
falwell	2.410
fam	3.520
fame	4.340
famed	3.600
famer	3.050
famers	2.520
familia	2.900
familial	3.220
familiar	4.610
familiarise	2.230
familiarity	3.400
familiarize	2.790
families	4.940
family	5.660
family's	4.030
famine	3.610
famines	2.640
famous	4.840
famously	3.490
fan	4.920
fan's	2.810
fanart	2.830
fanatic	3.230
fanatical	3.020
fanatically	2.170
fanaticism	2.730
fanatics	3.200
fanbase	3.300
fanboy	2.930
fanboys	2.640
fancied	3.130
fancier	2.600
fancies	3.030
fanciful	2.970
fancy	4.350
fandango	2.680
fandom	3.510
fandoms	2.560
fane	2.450
fanfare	3.200
fanfic	2.900
fanfiction	2.820
fang	3.340
fangirl	2.400
fangs	3.020
fanned	2.740
fannie	3.070
fanning	3.110
fanny	3.470
fans	5.030
fansite	2.460
fanta	2.520
fantasia	2.920
fantasies	3.620
fantasize	2.820
fantasized	2.480
fantasizing	2.620
fantastic	4.710
fantastical	2.960
fantastically	3.020
fantasy	4.520
fao	2.930
fap	2.790
faq	3.270
faqs	2.880
far	5.500
faraday	2.970
farage	3.220
farah	3.160
faraway	2.990
farber	2.680
farc	2.680
farce	3.330
farcical	2.650
fare	3.940
fared	3.080
fares	3.610
farewell	3.890
farewells	2.470
fargo	3.600
farhad	2.470
farhan	2.560
farid	2.620
farina	2.680
faring	2.670
faris	2.660
farley	3.110
farm	4.750
farm's	2.510
farmed	3.250
farmer	4.150
farmer's	3.240
farmers	4.430
farmhouse	3.420
farming	4.210
farmington	2.960
farmland	3.350
farmlands	2.460
farms	4.140
farmville	2.590
farmworkers	2.400
farmyard	2.410
farnborough	2.700
farnham	2.760
farnsworth	2.800
faro	2.590
faroe	2.660
farooq	2.510
farouk	2.470
farquhar	2.530
farr	2.950
farragut	2.500
farrah	2.860
farrar	2.880
farrell	3.450
farrington	2.500
farris	2.550
farrow	2.930
fars	2.560
farsi	2.660
fart	3.590
farted	2.780
farther	3.850
farthest	3.060
farthing	2.620
farting	2.970
farts	3.190
fas	3.040
fascia	2.980
fascinate	2.510
fascinated	3.600
fascinates	2.620
fascinating	4.130
fascination	3.480
fascism	3.580
fascist	3.790
fascists	3.370
fashion	4.820
fashionable	3.650
fashionably	2.490
fashioned	3.940
fashioning	2.460
fashionista	2.540
fashions	3.220
faso	3.100
fassbender	2.590
fast	5.130
fast food	4.940
fastball	3.050
fasted	2.640
fasten	2.980
fastened	3.020
fastener	2.590
fasteners	2.750
fastening	2.790
faster	4.640
fastest	4.240
fastidious	2.640
fasting	3.570
fasts	2.530
fat	4.850
fata	2.570
fatah	2.850
fatal	4.100
fatale	2.590
fatalities	3.450
fatality	3.160
fatally	3.330
fatboy	2.480
fate	4.360
fated	3.190
fateful	3.060
fateh	2.400
fates	3.180
father	5.260
father's	4.260
father-in-law	5.050
fathered	2.900
fatherhood	2.890
fatherland	2.980
fatherless	2.610
fatherly	2.600
fathers	4.080
fathom	3.250
fathoms	2.490
fatigue	3.860
fatigued	2.980
fatigues	2.530
fatima	3.130
fats	3.580
fatten	2.500
fattening	2.730
fatter	3.060
fattest	2.650
fatty	3.800
fatwa	2.700
fau	2.440
faucet	3.070
faucets	2.540
fauci	2.510
faulkner	3.310
fault	4.640
faulted	2.720
faulting	2.550
faultless	2.600
faults	3.680
faulty	3.620
faun	2.420
fauna	3.520
faunal	2.470
faust	3.070
fausto	2.450
faustus	2.410
faux	3.550
fav	3.230
fave	3.140
favela	2.540
faves	2.860
favor	4.580
favorable	3.850
favorably	3.200
favored	3.770
favoring	3.160
favorite	4.970
favorites	4.020
favoritism	2.780
favors	3.740
favour	4.310
favourable	3.530
favourably	2.920
favoured	3.550
favouring	2.840
favourite	4.570
favourites	3.640
favours	3.320
favre	2.890
favs	2.620
fawcett	2.930
fawkes	2.700
fawlty	2.430
fawn	3.020
fawning	2.650
fax	3.630
faxed	2.470
faxes	2.450
fay	3.290
faye	3.170
fayette	2.940
fayetteville	3.040
faze	2.910
fazio	2.520
façade	2.960
fb	3.760
fba	2.500
fbi	4.430
fbi's	3.070
fbs	2.910
fc	4.060
fc's	2.450
fca	3.040
fcc	3.750
fco	2.550
fcs	2.950
fd	3.170
fda	3.870
fda's	2.460
fdi	2.910
fdic	2.850
fdny	2.400
fdr	3.070
fe	3.900
fea	2.550
fealty	2.640
fear	4.950
feared	3.940
fearful	3.580
fearfully	2.430
fearing	3.590
fearless	3.550
fearlessly	2.680
fearlessness	2.460
fears	4.170
fearsome	3.050
feasibility	3.440
feasible	3.720
feast	3.950
feasted	2.400
feasting	2.850
feasts	2.980
feat	3.990
feather	3.690
feathered	3.050
feathering	2.480
feathers	3.790
featherstone	2.610
featherweight	2.650
feathery	2.490
feats	3.230
feature	4.820
featured	4.440
featureless	2.460
features	4.940
featuring	4.450
feb	4.380
febrile	2.550
february	5.030
fec	2.880
fecal	3.010
feces	3.220
feckless	2.480
fed	4.510
fed up	4.500
fed's	2.750
federal	5.130
federalism	2.980
federalist	3.040
federalists	2.640
federally	3.440
federated	2.940
federation	4.260
federation's	2.580
federations	2.880
federer	3.220
federico	3.030
fedex	3.410
fedor	2.590
fedora	3.060
feds	3.520
fee	4.510
feeble	3.210
feed	4.670
feedback	4.320
feeder	3.460
feeders	3.070
feeding	4.280
feedings	2.490
feeds	3.890
feedstock	2.600
feel	5.670
feelers	2.410
feelgood	2.490
feelin	3.240
feeling	5.130
feelings	4.710
feels	4.900
feely	2.610
feeney	2.570
fees	4.530
feet	4.990
fei	3.180
feign	2.580
feigned	2.650
feigning	2.620
fein	2.890
feinberg	2.650
feingold	2.440
feinstein	2.970
feint	2.520
feisty	3.070
fel	2.720
fela	2.480
feld	2.460
felder	2.420
feldman	3.130
feldspar	2.450
felice	2.630
felicia	3.080
feliciano	2.500
felicity	3.360
feline	3.120
felines	2.430
felipe	3.400
felix	3.840
feliz	2.690
fell	4.850
fella	3.490
fellaini	2.920
fellas	3.500
fellatio	2.490
felled	2.860
feller	2.730
felling	2.760
fellini	2.450
fellow	4.760
fellowes	2.480
fellows	3.820
fellowship	3.860
fellowships	3.140
fells	2.620
felon	3.170
felonies	3.000
felons	2.970
felony	3.770
felt	5.130
felton	2.930
fem	2.890
fema	3.040
female	5.000
female's	2.530
females	4.380
femdom	2.510
feminine	3.910
femininity	3.120
feminism	3.850
feminist	4.120
feminists	3.610
femme	3.190
femmes	2.710
femoral	2.890
femur	3.000
fen	2.830
fence	4.210
fenced	3.160
fences	3.600
fencing	3.560
fend	3.210
fender	3.400
fenders	2.780
fendi	2.570
fending	2.600
feng	3.400
fenix	2.440
fenn	2.550
fennel	2.960
fenner	2.560
fentanyl	2.860
fenton	3.150
fenty	2.620
fenway	2.990
fenwick	2.790
fer	3.060
feral	3.290
ferb	2.410
ferdinand	3.530
ferg	2.450
fergie	2.910
fergus	3.110
ferguson	3.880
ferguson's	2.530
fergusson	2.520
fermanagh	2.580
ferment	2.850
fermentation	3.300
fermented	3.180
fermenting	2.630
fermi	2.830
fern	3.270
fernand	2.500
fernanda	2.410
fernandes	2.840
fernandez	3.360
fernando	3.740
ferns	3.120
fernández	2.720
ferocious	3.210
ferociously	2.460
ferocity	2.900
ferragamo	2.410
ferrante	2.410
ferrara	2.860
ferrari	3.880
ferrari's	2.530
ferraris	2.650
ferraro	2.420
ferreira	2.890
ferrell	2.970
ferrer	3.000
ferrero	2.480
ferret	3.010
ferrets	2.720
ferried	2.540
ferrier	2.420
ferries	3.180
ferris	3.400
ferro	2.740
ferrous	2.790
ferry	4.020
ferryboat	2.020
ferrying	2.540
fertile	3.620
fertilisation	2.540
fertiliser	2.860
fertilisers	2.420
fertility	3.780
fertilization	3.050
fertilize	2.610
fertilized	2.920
fertilizer	3.420
fertilizers	3.010
fervent	3.040
fervently	2.780
fervor	3.050
fervour	2.750
fes	2.740
fess	2.660
fest	3.710
festa	2.420
fester	2.760
festering	2.690
festival	4.720
festival's	2.890
festivals	3.870
festive	3.580
festivities	3.450
festivity	2.540
fet	2.720
feta	2.790
fetal	3.400
fetch	3.650
fetched	3.350
fetches	2.480
fetching	2.960
fete	2.680
fetish	3.590
fetishes	2.650
fetishism	2.410
fett	2.620
fetus	3.600
fetuses	2.850
feu	2.660
feud	3.620
feudal	3.360
feudalism	2.780
feuding	2.760
feuds	2.890
fever	4.220
feverish	2.820
feverishly	2.530
fevers	2.740
few	5.600
fewer	4.310
fewest	3.030
fey	2.980
feyenoord	2.530
feynman	2.680
fez	2.970
ff	3.780
ff7	2.400
ffa	3.160
fff	2.490
ffp	2.540
ffs	3.450
fft	2.490
ffxiv	2.510
fg	3.310
fgm	2.940
fh	2.820
fha	2.970
fi	4.260
fia	3.060
fiance	3.400
fiancee	3.250
fiancé	3.470
fiancée	3.260
fianna	2.450
fiasco	3.300
fiat	3.630
fib	2.660
fiba	2.470
fiber	4.060
fiberglass	3.040
fibers	3.640
fibonacci	2.690
fibre	3.670
fibreglass	2.530
fibres	3.190
fibrillation	2.820
fibroblast	2.400
fibroblasts	2.640
fibromyalgia	2.630
fibrosis	3.190
fibrous	2.940
fibula	2.590
fic	2.990
fickle	3.120
fico	2.660
fics	2.570
fiction	4.440
fictional	3.860
fictionalized	2.460
fictions	2.710
fictitious	3.250
ficus	2.420
fiddle	3.430
fiddler	2.830
fiddling	2.940
fiddly	2.440
fide	3.280
fidel	3.200
fidelity	3.520
fides	2.560
fidget	2.590
fidgeting	2.470
fido	2.640
fiduciary	3.050
fie	2.620
fief	2.400
field	5.240
field's	2.610
fielded	3.030
fielder	3.190
fielders	2.510
fieldhouse	2.420
fielding	3.490
fields	4.600
fieldwork	2.960
fiend	3.100
fiendish	2.460
fiendishly	2.030
fiends	2.750
fiennes	2.610
fierce	3.920
fiercely	3.350
fiercest	2.870
fieri	2.420
fiery	3.570
fiesta	3.340
fifa	4.210
fife	3.380
fifi	2.730
fifo	2.490
fifteen	4.140
fifteenth	3.300
fifth	4.780
fifths	3.050
fifties	3.210
fiftieth	2.630
fifty	4.290
fig	4.100
figaro	2.910
fight	5.230
fighter	4.320
fighter's	2.400
fighters	4.210
fightin	2.800
fighting	4.920
fights	4.190
figment	2.570
figs	3.410
figueroa	2.770
figurative	3.120
figuratively	2.980
figure	5.070
figured	4.390
figurehead	2.810
figures	4.730
figurine	2.850
figurines	2.990
figuring	3.690
fiji	3.610
fijian	2.890
fil	3.320
fila	2.460
filament	3.090
filaments	2.950
file	4.750
filed	4.490
filename	2.660
filer	2.450
files	4.460
filesystem	2.590
filet	2.800
filial	2.640
filibuster	2.890
filigree	2.560
filing	4.050
filings	3.220
filip	2.650
filipe	2.500
filipina	2.960
filipino	3.680
filipinos	3.210
filippo	2.650
fill	4.640
filled	4.700
filler	3.420
fillers	3.060
fillet	2.970
fillets	2.730
fillies	2.720
filling	4.190
fillings	2.890
fillmore	2.890
fills	3.710
filly	3.150
film	5.200
film's	3.580
film-maker	4.180
filmed	4.060
filming	4.190
filmmaker	3.620
filmmakers	3.510
filmmaking	3.230
filmography	2.410
films	4.640
filo	2.440
fils	2.420
filter	4.280
filtered	3.510
filtering	3.560
filters	3.880
filth	3.410
filthy	3.800
filtration	3.310
fim	2.550
fin	3.700
fina	2.810
final	5.280
finale	4.040
finales	2.400
finalise	2.450
finalised	2.860
finalist	3.450
finalists	3.570
finality	2.620
finalize	2.890
finalized	3.310
finalizing	2.710
finally	5.170
finals	4.450
finance	4.650
financed	3.690
finances	3.900
financial	5.080
financially	3.980
financials	3.030
financier	3.010
financiers	2.890
financing	4.130
finch	3.550
fincher	2.560
finches	2.530
find	5.760
finder	3.280
finders	2.750
finding	4.850
findings	4.380
findlay	2.950
finds	4.610
fine	5.230
fined	3.700
finely	3.520
finer	3.400
finery	2.460
fines	3.780
finesse	3.180
finest	4.150
finger	4.480
fingered	3.080
fingering	3.030
fingernail	2.730
fingernails	3.200
fingerprint	3.490
fingerprinting	2.640
fingerprints	3.330
fingers	4.500
fingertip	2.670
fingertips	3.270
finicky	2.450
fining	2.540
finish	4.910
finished	4.940
finisher	3.140
finishers	2.950
finishes	3.900
finishing	4.300
finite	3.750
fink	3.070
finkelstein	2.510
finland	3.950
finland's	2.690
finlay	2.860
finley	3.060
finn	3.780
finn's	2.570
finnegan	2.670
finney	2.910
finnish	3.670
finns	2.880
fins	3.360
finsbury	2.660
fintech	2.860
fiona	3.630
fiore	2.420
fiorentina	2.680
fios	2.480
fir	3.480
fire	5.300
fire brigade	3.880
fire station	4.830
fire's	2.630
firearm	3.690
firearms	3.910
fireball	3.180
fireballs	2.520
firebird	2.660
firebirds	2.400
firebrand	2.520
firecracker	2.690
firecrackers	2.690
fired	4.630
firefight	2.880
firefighter	3.370
firefighters	3.630
firefighting	2.920
fireflies	2.860
firefly	3.130
firefox	3.410
firehouse	2.870
fireman	3.200
firemen	3.110
firenze	2.450
fireplace	3.540
fireplaces	2.930
firepower	3.270
fireproof	2.780
fires	4.170
fireside	2.730
firestone	2.880
firestorm	2.920
firewall	3.240
firewalls	2.680
firewood	3.160
firework	2.960
fireworks	3.830
firing	4.270
firings	2.560
firm	4.790
firm's	3.380
firma	2.430
firmament	2.570
firmer	2.970
firming	2.460
firmino	2.510
firmly	4.000
firmness	2.800
firms	4.380
firmware	3.230
firs	2.770
first	6.110
first floor	4.910
first lady	4.920
first language	5.060
first name	5.490
first person	5.440
first-floor	4.910
firstborn	2.880
firsthand	3.250
firstly	3.730
firsts	2.960
firth	3.180
fis	2.730
fisa	2.910
fiscal	4.260
fiscally	2.810
fischer	3.520
fish	4.900
fish's	2.520
fished	3.080
fisher	4.020
fisher's	2.710
fisheries	3.690
fisherman	3.490
fisherman's	2.700
fishermen	3.650
fishers	2.930
fishery	3.220
fishes	3.420
fishin	2.430
fishing	4.470
fishman	2.730
fishnet	2.460
fishy	3.280
fisk	3.040
fiske	2.650
fissile	2.560
fission	3.110
fissure	2.820
fissures	2.730
fist	3.890
fisted	2.730
fistful	2.580
fisting	2.640
fists	3.430
fistula	2.600
fit	4.950
fitbit	2.940
fitch	3.260
fitchburg	2.490
fitness	4.390
fits	4.270
fitted	4.130
fitter	3.010
fitters	2.420
fittest	2.990
fitting	4.100
fittingly	2.610
fittings	3.400
fitz	3.320
fitzgerald	3.640
fitzgerald's	2.490
fitzpatrick	3.250
fitzroy	2.930
fitzsimmons	2.500
fitzwilliam	2.490
fiu	2.470
five	5.450
fiver	2.710
fives	3.110
fix	4.750
fixated	2.940
fixation	3.270
fixed	4.700
fixer	3.040
fixes	3.590
fixing	4.090
fixture	3.670
fixtures	3.790
fizz	2.980
fizzle	2.500
fizzled	2.490
fizzy	2.820
fj	2.580
fjord	2.810
fjords	2.600
fk	3.090
fl	4.090
fla	3.590
flabbergasted	2.690
flabby	2.710
flac	2.500
flaccid	2.640
flacco	2.630
flack	2.950
flag	4.580
flagg	2.560
flagged	3.310
flagging	2.830
flagler	2.410
flagpole	2.640
flagrant	3.010
flags	4.090
flagship	3.750
flagstaff	2.900
flaherty	2.840
flail	2.550
flailing	2.870
flair	3.540
flak	3.060
flake	3.210
flaked	2.550
flakes	3.380
flaking	2.530
flaky	2.870
flamboyant	3.060
flame	4.070
flamed	2.580
flamenco	2.930
flames	4.030
flamethrower	2.640
flaming	3.430
flamingo	3.060
flamingos	2.700
flammable	3.170
flan	2.480
flanagan	3.170
flanders	3.330
flange	2.920
flanges	2.530
flank	3.640
flanked	3.270
flanker	2.690
flanking	3.020
flanks	3.150
flannel	3.180
flannery	2.800
flap	3.490
flapper	2.490
flapping	3.010
flappy	2.840
flaps	3.200
flare	3.640
flared	3.120
